,Dataset,Vanilla train acc,Vanilla train loss,Vanilla train f1,Vanilla test acc,Vanilla test loss,Vanilla test f1,Shadow train acc,Shadow train loss,Shadow train f1,Shadow test acc,Shadow test loss,Shadow test f1,MIA subsample rate,MIA mlp,MIA svm,MIA ranfor,MIA logi,MIA ada,MIA confidence mse,MIA confidence thr,MIA seed,Vanilla runtime per,Shadow runtime per,Epsilon,Delta,Dp,Rdp,Ldp,Norm bound,Noise scale,Sampler,Sampler batchsize,Occurance k,Cluster numparts,Saint rootnodes,Saint samplecoverage,Saint walklenth,Epochs,Shadow epochs,Num val,Num test,Layers,Hidden dims,Learning rate,Shadow learning rate,Dropout,Activation,Early stopping,Patience,Optim type
0,github,0.9031,0.2664,0.9031,0.8493,0.3837,0.8493,0.9403,0.1744,0.9403,0.8506,0.4233,0.8506,0.5,0.5129,0.5124,0.5025,0.4952,0.5106,0.5286,0.36,123454321,28.1842,0.1695,27.005,0.0,False,True,False,1.0,1.0,saint_rw,0.2,10,30.0,10,1,3,429,328,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
1,github,0.8933,0.2872,0.8933,0.8558,0.378,0.8558,0.931,0.187,0.931,0.8571,0.3776,0.8571,0.5,0.505,0.5045,0.4978,0.4972,0.5069,0.5202,0.25,246908642,9.1573,0.156,24.9938,0.0,False,True,False,1.0,1.0,saint_rw,0.2,10,30.0,10,1,3,382,262,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
2,github,0.8945,0.2912,0.8945,0.8584,0.3692,0.8584,0.9407,0.1767,0.9407,0.854,0.4243,0.854,0.5,0.4998,0.5023,0.4981,0.4994,0.5037,0.5195,0.38,370362963,9.434,0.1591,21.7255,0.0,False,True,False,1.0,1.0,saint_rw,0.2,10,30.0,10,1,3,309,295,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
3,github,0.9006,0.2839,0.9006,0.8473,0.3961,0.8473,0.9379,0.1708,0.9379,0.8512,0.4166,0.8512,0.5,0.5047,0.5045,0.5079,0.4981,0.5063,0.5274,0.47,493817284,9.1734,0.1627,21.5416,0.0,False,True,False,1.0,1.0,saint_rw,0.2,10,30.0,10,1,3,305,273,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
4,github,0.8855,0.3022,0.8855,0.8575,0.3785,0.8575,0.9448,0.1657,0.9448,0.8498,0.4165,0.8498,0.5,0.5131,0.5107,0.4954,0.5023,0.5111,0.519,0.19,617271605,8.2326,0.1857,17.7885,0.0,False,True,False,1.0,1.0,saint_rw,0.2,10,30.0,10,1,3,227,299,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
5,github,0.9023,0.2572,0.9023,0.8558,0.3830,0.8558,0.9163,0.2212,0.9163,0.8610,0.3639,0.8610,0.5,0.5065,0.5073,0.5047,0.5041,0.5019,0.5266,0.2900,740725926,8.4582,0.1815,26.5852,0.0000,False,True,False,1.0,1.0,saint_rw,0.2,10,30.0,10,1,3,419,231,0.1,0.45,2,256,0.002,0.001,0.5,relu,True,200,adam
